country,years,value
Burundi,2004,15500
Cambodia,2004,0
Canada,2004,0
Cape Verde,2004,0
Central African Republic,2004,0
Chad,2004,0
Chile,2004,0
China,2004,9790000
Colombia,2004,0
Comoros,2004,0
"Congo, Dem. Rep.",2004,0
Costa Rica,2004,0
Croatia,2004,0
Cuba,2004,247000
Cyprus,2004,10
Czech Republic,2004,0
Denmark,2004,0
Djibouti,2004,0
Dominica,2004,0
Dominican Republic,2004,14300
Egypt,2004,55
El Salvador,2004,0
Eritrea,2004,0
Estonia,2004,0
Eswatini,2004,0
Fiji,2004,5020
Finland,2004,0
France,2004,11
Gambia,2004,6140
Georgia,2004,0
Germany,2004,2
Greece,2004,0
Grenada,2004,60000
Guatemala,2004,0
Guinea,2004,0
Guinea-Bissau,2004,0
Haiti,2004,325000
Honduras,2004,0
Hungary,2004,0
India,2004,0
Indonesia,2004,3720
Iran,2004,2500
Ireland,2004,200
Israel,2004,0
Italy,2004,0
Jamaica,2004,350000
Japan,2004,331000
Jordan,2004,0
Kazakhstan,2004,0
Kenya,2004,0
Kiribati,2004,0
Kyrgyz Republic,2004,0
Lao,2004,0
Latvia,2004,0
Lebanon,2004,0
Lesotho,2004,0
Liberia,2004,0
Lithuania,2004,0
Luxembourg,2004,0
Madagascar,2004,1030000
Malawi,2004,0
Malaysia,2004,41000
Maldives,2004,0
Marshall Islands,2004,0
Mauritania,2004,0
Mauritius,2004,0
Mexico,2004,20
"Micronesia, Fed. Sts.",2004,6010
Moldova,2004,0
Mongolia,2004,0
Morocco,2004,0
Mozambique,2004,0
Myanmar,2004,25200
Nepal,2004,0
Netherlands,2004,0
New Zealand,2004,0
Nicaragua,2004,200
Niger,2004,0
Nigeria,2004,0
North Korea,2004,0
North Macedonia,2004,0
Norway,2004,0
Oman,2004,0
Pakistan,2004,0
Panama,2004,0
Papua New Guinea,2004,0
Paraguay,2004,0
Peru,2004,0
Philippines,2004,3240000
Poland,2004,0
Portugal,2004,0
Romania,2004,2410
Russia,2004,6070
Samoa,2004,1
Saudi Arabia,2004,0
Senegal,2004,1000
Seychelles,2004,0
Sierra Leone,2004,0
Slovak Republic,2004,10300
Slovenia,2004,0
Solomon Islands,2004,0
Somalia,2004,0
South Africa,2004,0
South Korea,2004,2940
Spain,2004,0
Sri Lanka,2004,0
St. Kitts and Nevis,2004,0
St. Lucia,2004,0
St. Vincent and the Grenadines,2004,1000
Sudan,2004,0
Sweden,2004,0
Switzerland,2004,0
Syria,2004,185
Tajikistan,2004,0
Tanzania,2004,0
Thailand,2004,9060
Timor-Leste,2004,0
Tonga,2004,0
Trinidad and Tobago,2004,561
Turkey,2004,1660
Tuvalu,2004,0
Uganda,2004,0
Ukraine,2004,0
United Kingdom,2004,0
United States,2004,5080000
Uruguay,2004,0
Vanuatu,2004,54000
Venezuela,2004,1740
Vietnam,2004,501000
Yemen,2004,0
Zimbabwe,2004,0
Afghanistan,2005,22900
Albania,2005,400000
Algeria,2005,15
Antigua and Barbuda,2005,0
Argentina,2005,263
Australia,2005,1200
Austria,2005,0
Bahamas,2005,1500
Bangladesh,2005,35800
Barbados,2005,0
Belarus,2005,0
Belgium,2005,0
Belize,2005,3
Bhutan,2005,0
Bolivia,2005,0
Bosnia and Herzegovina,2005,4
Brazil,2005,346
Bulgaria,2005,0
Burundi,2005,0
Cambodia,2005,0
Canada,2005,300
Cape Verde,2005,0
Central African Republic,2005,0
Chad,2005,0
Chile,2005,157
China,2005,40800000
Colombia,2005,3070
Comoros,2005,0
"Congo, Dem. Rep.",2005,5400
Costa Rica,2005,1080
Croatia,2005,2
Cuba,2005,2600000
Cyprus,2005,0
Czech Republic,2005,3
Denmark,2005,4
Djibouti,2005,0
Dominica,2005,0
Dominican Republic,2005,1010
Egypt,2005,0
El Salvador,2005,72200
Eritrea,2005,0
Estonia,2005,100
Eswatini,2005,1150
Fiji,2005,0
Finland,2005,0
France,2005,0
Gambia,2005,0
Georgia,2005,0
Germany,2005,4
Greece,2005,0
Grenada,2005,1650
Guatemala,2005,477000
Guinea,2005,0
Guinea-Bissau,2005,0
Haiti,2005,28100
Honduras,2005,104000
Hungary,2005,4
India,2005,68700
Indonesia,2005,0
Iran,2005,8000
Ireland,2005,0
Israel,2005,0
Italy,2005,0
Jamaica,2005,10400
Japan,2005,273000
Jordan,2005,0
Kazakhstan,2005,0
Kenya,2005,0
Kiribati,2005,0
Kyrgyz Republic,2005,0
Lao,2005,0
Latvia,2005,0
Lebanon,2005,0
Lesotho,2005,0
Liberia,2005,0
Lithuania,2005,0
Luxembourg,2005,0
Madagascar,2005,8060
Malawi,2005,19
Malaysia,2005,0
Maldives,2005,0
Marshall Islands,2005,0
Mauritania,2005,0
Mauritius,2005,0
Mexico,2005,2970000
"Micronesia, Fed. Sts.",2005,0
Moldova,2005,0
Mongolia,2005,0
Morocco,2005,1
Mozambique,2005,0
Myanmar,2005,0
Nepal,2005,0
Netherlands,2005,1
New Zealand,2005,100
Nicaragua,2005,13700
Niger,2005,0
Nigeria,2005,0
North Korea,2005,0
North Macedonia,2005,4
Norway,2005,0
Oman,2005,0
Pakistan,2005,58
Panama,2005,0
Papua New Guinea,2005,0
Paraguay,2005,0
Peru,2005,0
Philippines,2005,20000
Poland,2005,0
Portugal,2005,0
Romania,2005,3
Russia,2005,2
Samoa,2005,9
Saudi Arabia,2005,0
Senegal,2005,0
Seychelles,2005,0
Sierra Leone,2005,0
Slovak Republic,2005,0
Slovenia,2005,0
Solomon Islands,2005,0
Somalia,2005,0
South Africa,2005,0
South Korea,2005,1110
Spain,2005,0
Sri Lanka,2005,0
St. Kitts and Nevis,2005,0
St. Lucia,2005,0
St. Vincent and the Grenadines,2005,530
Sudan,2005,0
Sweden,2005,7
Switzerland,2005,0
Syria,2005,0
Tajikistan,2005,0
Tanzania,2005,0
Thailand,2005,3510
Timor-Leste,2005,0
Tonga,2005,0
Trinidad and Tobago,2005,0
Turkey,2005,0
Tuvalu,2005,0
Uganda,2005,0
Ukraine,2005,0
United Kingdom,2005,3010
United States,2005,832000
Uruguay,2005,19
Vanuatu,2005,0
Venezuela,2005,0
Vietnam,2005,368000
Yemen,2005,0
Zimbabwe,2005,0
Afghanistan,2006,71
Albania,2006,0
Algeria,2006,0
Antigua and Barbuda,2006,0
Argentina,2006,0
Australia,2006,9030
Austria,2006,0
Bahamas,2006,0
Bangladesh,2006,18300
Barbados,2006,0
Belarus,2006,0
Belgium,2006,0
Belize,2006,0
Bhutan,2006,0
Bolivia,2006,0
Bosnia and Herzegovina,2006,0
Brazil,2006,0
Bulgaria,2006,0
Burundi,2006,1510
Cambodia,2006,0
Canada,2006,0
Cape Verde,2006,0
Central African Republic,2006,0
Chad,2006,0
Chile,2006,0
China,2006,55300000
Colombia,2006,0
Comoros,2006,0
"Congo, Dem. Rep.",2006,75100
Costa Rica,2006,0
Croatia,2006,0
Cuba,2006,268
Cyprus,2006,0
Czech Republic,2006,0
Denmark,2006,0
Djibouti,2006,0
Dominica,2006,0
Dominican Republic,2006,0
Egypt,2006,0
El Salvador,2006,0
Eritrea,2006,0
Estonia,2006,0
Eswatini,2006,6540
Fiji,2006,168
Finland,2006,0
France,2006,607
Gambia,2006,0
Georgia,2006,0
Germany,2006,311
Greece,2006,603
Grenada,2006,0
Guatemala,2006,0
Guinea,2006,0
Guinea-Bissau,2006,0
Haiti,2006,15000
Honduras,2006,0
Hungary,2006,305
India,2006,151000
Indonesia,2006,0
Iran,2006,0
Ireland,2006,0
Israel,2006,0
Italy,2006,1
Jamaica,2006,0
Japan,2006,12900
Jordan,2006,0
Kazakhstan,2006,0
Kenya,2006,0
Kiribati,2006,0
Kyrgyz Republic,2006,9080
Lao,2006,0
Latvia,2006,0
Lebanon,2006,0
Lesotho,2006,0
Liberia,2006,0
Lithuania,2006,0
Luxembourg,2006,0
Madagascar,2006,6520
Malawi,2006,0
Malaysia,2006,0
Maldives,2006,0
Marshall Islands,2006,0
Mauritania,2006,0
Mauritius,2006,0
Mexico,2006,271000
"Micronesia, Fed. Sts.",2006,0
Moldova,2006,0
Mongolia,2006,0
Morocco,2006,0
Mozambique,2006,0
Myanmar,2006,60100
Nepal,2006,0
Netherlands,2006,0
New Zealand,2006,0
Nicaragua,2006,0
Niger,2006,0
Nigeria,2006,0
North Korea,2006,0
North Macedonia,2006,0
Norway,2006,0
Oman,2006,0
Pakistan,2006,0
Panama,2006,0
Papua New Guinea,2006,0
Paraguay,2006,0
Peru,2006,0
Philippines,2006,7820000
Poland,2006,0
Portugal,2006,0
Romania,2006,0
Russia,2006,0
Samoa,2006,0
Saudi Arabia,2006,0
Senegal,2006,0
Seychelles,2006,0
Sierra Leone,2006,0
Slovak Republic,2006,0
Slovenia,2006,0
Solomon Islands,2006,0
Somalia,2006,0
South Africa,2006,0
South Korea,2006,0
Spain,2006,0
Sri Lanka,2006,0
St. Kitts and Nevis,2006,0
St. Lucia,2006,0
St. Vincent and the Grenadines,2006,0
Sudan,2006,0
Sweden,2006,0
Switzerland,2006,1
Syria,2006,0
Tajikistan,2006,0
Tanzania,2006,0
Thailand,2006,0
Timor-Leste,2006,8730
Tonga,2006,0
Trinidad and Tobago,2006,0
Turkey,2006,0
Tuvalu,2006,0
Uganda,2006,0
Ukraine,2006,0
United Kingdom,2006,0
United States,2006,5760
Uruguay,2006,0
Vanuatu,2006,0
Venezuela,2006,0
Vietnam,2006,3300000
Yemen,2006,0
Zimbabwe,2006,0
Afghanistan,2007,0
Albania,2007,0
Algeria,2007,0
Antigua and Barbuda,2007,0
Argentina,2007,0
Australia,2007,822
Austria,2007,0
Bahamas,2007,7000
Bangladesh,2007,8980000
Barbados,2007,0
Belarus,2007,0
Belgium,2007,4
Belize,2007,20000
Bhutan,2007,0
Bolivia,2007,0
Bosnia and Herzegovina,2007,0
Brazil,2007,0
Bulgaria,2007,0
Burundi,2007,0
Cambodia,2007,0
Canada,2007,6
Cape Verde,2007,0
Central African Republic,2007,0
Chad,2007,159
Chile,2007,0
China,2007,9010000
Colombia,2007,0
Comoros,2007,0
"Congo, Dem. Rep.",2007,0
Costa Rica,2007,0
Croatia,2007,0
Cuba,2007,193000
Cyprus,2007,0
Czech Republic,2007,4
Denmark,2007,0
Djibouti,2007,0
Dominica,2007,7530
Dominican Republic,2007,143000
Egypt,2007,0
El Salvador,2007,2800
Eritrea,2007,0
Estonia,2007,0
Eswatini,2007,0
Fiji,2007,70
Finland,2007,0
France,2007,905
Gambia,2007,0
Georgia,2007,0
Germany,2007,148
Greece,2007,0
Grenada,2007,0
Guatemala,2007,3910
Guinea,2007,0
Guinea-Bissau,2007,0
Haiti,2007,115000
Honduras,2007,19500
Hungary,2007,0
India,2007,0
Indonesia,2007,0
Iran,2007,160000
Ireland,2007,0
Israel,2007,0
Italy,2007,0
Jamaica,2007,33200
Japan,2007,41000
Jordan,2007,0
Kazakhstan,2007,0
Kenya,2007,0
Kiribati,2007,0
Kyrgyz Republic,2007,0
Lao,2007,0
Latvia,2007,0
Lebanon,2007,0
Lesotho,2007,0
Liberia,2007,3500
Lithuania,2007,0
Luxembourg,2007,0
Madagascar,2007,223000
Malawi,2007,0
Malaysia,2007,0
Maldives,2007,0
Marshall Islands,2007,0
Mauritania,2007,0
Mauritius,2007,2
Mexico,2007,203000
"Micronesia, Fed. Sts.",2007,0
Moldova,2007,0
Mongolia,2007,0
Morocco,2007,0
Mozambique,2007,163000
Myanmar,2007,0
Nepal,2007,0
Netherlands,2007,7
New Zealand,2007,300
Nicaragua,2007,189000
Niger,2007,0
Nigeria,2007,0
North Korea,2007,1650
North Macedonia,2007,0
Norway,2007,0
Oman,2007,20100
Pakistan,2007,1650000
Panama,2007,0
Papua New Guinea,2007,162000
Paraguay,2007,0
Peru,2007,0
Philippines,2007,1920000
Poland,2007,19
Portugal,2007,0
Romania,2007,0
Russia,2007,0
Samoa,2007,0
Saudi Arabia,2007,0
Senegal,2007,0
Seychelles,2007,0
Sierra Leone,2007,0
Slovak Republic,2007,0
Slovenia,2007,1060
Solomon Islands,2007,0
Somalia,2007,0
South Africa,2007,0
South Korea,2007,622
Spain,2007,1
Sri Lanka,2007,0
St. Kitts and Nevis,2007,0
St. Lucia,2007,1
St. Vincent and the Grenadines,2007,0
Sudan,2007,0
Sweden,2007,0
Switzerland,2007,0
Syria,2007,0
Tajikistan,2007,0
Tanzania,2007,0
Thailand,2007,0
Timor-Leste,2007,0
Tonga,2007,0
Trinidad and Tobago,2007,0
Turkey,2007,0
Tuvalu,2007,0
Uganda,2007,0
Ukraine,2007,7550
United Kingdom,2007,13
United States,2007,8560
Uruguay,2007,0
Vanuatu,2007,0
Venezuela,2007,0
Vietnam,2007,686000
Yemen,2007,0
Zimbabwe,2007,0
Afghanistan,2008,0
Albania,2008,0
Algeria,2008,0
Antigua and Barbuda,2008,25800
Argentina,2008,0
Australia,2008,12000
Austria,2008,4
Bahamas,2008,3000
Bangladesh,2008,0
Barbados,2008,0
Belarus,2008,0
Belgium,2008,0
Belize,2008,10000
Bhutan,2008,0
Bolivia,2008,6660
Bosnia and Herzegovina,2008,0
Brazil,2008,1600
Bulgaria,2008,0
Burundi,2008,0
Cambodia,2008,0
Canada,2008,0
Cape Verde,2008,0
Central African Republic,2008,0
Chad,2008,0
Chile,2008,0
China,2008,1650000
Colombia,2008,0
Comoros,2008,0
"Congo, Dem. Rep.",2008,18
Costa Rica,2008,55000
Croatia,2008,0
Cuba,2008,500000
Cyprus,2008,0
Czech Republic,2008,2
Denmark,2008,0
Djibouti,2008,0
Dominica,2008,0
Dominican Republic,2008,17000
Egypt,2008,0
El Salvador,2008,0
Eritrea,2008,0
Estonia,2008,0
Eswatini,2008,0
Fiji,2008,7
Finland,2008,0
France,2008,2710
Gambia,2008,300
Georgia,2008,0
Germany,2008,5
Greece,2008,0
Grenada,2008,0
Guatemala,2008,17
Guinea,2008,0
Guinea-Bissau,2008,0
Haiti,2008,247000
Honduras,2008,0
Hungary,2008,0
India,2008,0
Indonesia,2008,0
Iran,2008,28
Ireland,2008,0
Israel,2008,0
Italy,2008,0
Jamaica,2008,4010
Japan,2008,0
Jordan,2008,0
Kazakhstan,2008,0
Kenya,2008,0
Kiribati,2008,0
Kyrgyz Republic,2008,0
Lao,2008,0
Latvia,2008,0
Lebanon,2008,0
Lesotho,2008,4500
Liberia,2008,0
Lithuania,2008,0
Luxembourg,2008,0
Madagascar,2008,533000
Malawi,2008,0
Malaysia,2008,0
Maldives,2008,0
Marshall Islands,2008,0
Mauritania,2008,0
Mauritius,2008,0
Mexico,2008,500000
"Micronesia, Fed. Sts.",2008,0
Moldova,2008,0
Mongolia,2008,52
Morocco,2008,0
Mozambique,2008,220000
Myanmar,2008,2560000
Nepal,2008,0
Netherlands,2008,0
New Zealand,2008,0
Nicaragua,2008,1400
Niger,2008,0
Nigeria,2008,0
North Korea,2008,0
North Macedonia,2008,0
Norway,2008,100
Oman,2008,0
Pakistan,2008,0
Panama,2008,0
Papua New Guinea,2008,0
Paraguay,2008,47700
Peru,2008,0
Philippines,2008,6850000
Poland,2008,1060
Portugal,2008,0
Romania,2008,90
Russia,2008,0
Samoa,2008,0
Saudi Arabia,2008,0
Senegal,2008,0
Seychelles,2008,0
Sierra Leone,2008,0
Slovak Republic,2008,0
Slovenia,2008,0
Solomon Islands,2008,0
Somalia,2008,0
South Africa,2008,3580
South Korea,2008,0
Spain,2008,0
Sri Lanka,2008,50000
St. Kitts and Nevis,2008,0
St. Lucia,2008,0
St. Vincent and the Grenadines,2008,0
Sudan,2008,0
Sweden,2008,0
Switzerland,2008,0
Syria,2008,0
Tajikistan,2008,0
Tanzania,2008,0
Thailand,2008,1000
Timor-Leste,2008,0
Tonga,2008,0
Trinidad and Tobago,2008,0
Turkey,2008,0
Tuvalu,2008,0
Uganda,2008,0
Ukraine,2008,0
United Kingdom,2008,0
United States,2008,2300000
Uruguay,2008,0
Vanuatu,2008,0
Venezuela,2008,0
Vietnam,2008,157000
Yemen,2008,0
Zimbabwe,2008,0
